Ligand,Affinity
ligand_4745,-7.897
ligand_4746,-9.745
ligand_4747,-7.848
ligand_4748,-7.525
ligand_4749,-5.039
ligand_4750,-6.408
ligand_4751,-8.792
ligand_4752,-6.092
ligand_4753,-7.705
ligand_4754,-9.641
ligand_4755,-6.924
ligand_4756,-8.708
ligand_4757,-7.226
ligand_4758,-7.064
ligand_4759,-6.061
ligand_4760,-8.082
ligand_4761,-7.152
ligand_4762,-3.973
ligand_4763,-4.947
ligand_4764,-6.167
ligand_4765,-6.707
ligand_4766,-6.315
ligand_4767,-5.449
ligand_4768,-6.013
ligand_4769,-8.25
ligand_4770,-7.058
ligand_4771,-7.968
ligand_4772,-7.57
ligand_4773,-4.231
ligand_4774,-6.295
ligand_4775,-5.567
ligand_4776,-7.237
ligand_4777,-8.87
ligand_4778,-9.39
ligand_4779,-6.099
ligand_4780,-8.221
ligand_4781,-9.372
ligand_4782,-6.155
ligand_4783,-7.047
ligand_4784,-6.792
ligand_4785,-7.076
ligand_4786,-6.113
ligand_4787,-8.311
ligand_4788,-6.009
ligand_4789,-10.55
ligand_4790,-6.293
ligand_4791,-8.831
ligand_4792,-6.01
ligand_4793,-5.084
ligand_4794,-6.821
ligand_4795,-7.19
ligand_4796,-8.173
ligand_4797,-8.747
ligand_4798,-10.22
ligand_4799,-6.455
ligand_4800,-4.077
ligand_4801,-6.773
ligand_4802,-6.023
ligand_4803,-8.718
ligand_4804,-10
ligand_4805,-11.12
ligand_4806,-6.297
ligand_4807,-5.952
ligand_4808,-8.57
ligand_4809,-8.008
ligand_4810,-7.393
ligand_4811,-9.159
ligand_4812,-9.1
ligand_4813,-6.19
ligand_4814,-7.202
ligand_4815,-8.603
ligand_4816,-6.692
ligand_4817,-10.19
ligand_4818,-7.637
ligand_4819,-6.237
ligand_4820,-7.648
ligand_4821,-9.546
ligand_4822,-9.382
ligand_4823,-6.344
ligand_4824,-8.247
ligand_4825,-8.532
ligand_4826,-10.76
ligand_4827,-7.274
ligand_4828,-7.744
ligand_4829,-8.616
ligand_4830,-9.042
ligand_4831,-9.094
ligand_4832,-10.28
ligand_4833,-8.366
ligand_4834,-7.495
ligand_4835,-7.491
ligand_4836,-7.19
ligand_4837,-7.365
ligand_4838,-4.79
ligand_4839,-7.744
ligand_4840,-6.268
ligand_4841,-9.123
ligand_4842,-6.74
ligand_4843,-7.76
ligand_4844,-6.599
ligand_4845,-5.891
ligand_4846,-7.407
ligand_4847,-6.15
ligand_4848,-10.39
ligand_4849,-5.914
ligand_4850,-5.91
ligand_4851,-4.707
ligand_4852,-5.764
ligand_4853,-6.392
ligand_4854,-8.582
ligand_4855,-8.845
ligand_4856,-7.489
ligand_4857,-3.873
ligand_4858,-7.952
ligand_4859,-5.867
ligand_4860,-11.19
ligand_4861,-8.719
ligand_4862,-6.553
ligand_4863,-5.733
ligand_4864,-7.602
ligand_4865,-7.815
ligand_4866,-6.565
ligand_4867,-6.663
ligand_4868,-7.129
ligand_4869,-8.607
ligand_4870,-9.701
ligand_4871,-10.3
ligand_4872,-7.518
ligand_4873,-8.827
ligand_4874,-9.549
ligand_4875,-8.485
ligand_4876,-7.389
ligand_4877,-5.834
ligand_4878,-7.106
ligand_4879,-7.073
ligand_4880,-4.993
ligand_4881,-3.485
ligand_4882,-4.557
ligand_4883,-6.883
ligand_4884,-6.911
ligand_4885,-9.571
ligand_4886,-5.134
ligand_4887,-8.572
ligand_4888,-8.233
ligand_4889,-7.776
ligand_4890,-6.251
ligand_4891,-8.868
ligand_4892,-7.123
ligand_4893,-11.69
ligand_4894,-5.702
ligand_4895,-7.982
ligand_4896,-7.507
ligand_4897,-5.556
ligand_4898,-5.702
ligand_4899,-7.695
ligand_4900,-5.852
ligand_4901,-4.492
ligand_4902,-3.965
ligand_4903,-6.78
ligand_4904,-9.009
ligand_4905,-8.108
ligand_4906,-6.324
ligand_4907,-6.431
ligand_4908,-8.214
ligand_4909,-8.694
ligand_4910,-8.73
ligand_4911,-9.237
ligand_4912,-5.678
ligand_4913,-4.526
ligand_4914,-9.858
ligand_4915,-7.237
ligand_4916,-4.82
ligand_4917,-6.317
ligand_4918,-8.587
ligand_4919,-6.227
ligand_4920,-5.479
ligand_4921,-6.26
ligand_4922,-7.687
ligand_4923,-9.083
ligand_4924,-6.328
ligand_4925,-6.991
ligand_4926,-10.2
ligand_4927,-7.212
ligand_4928,-9.581
ligand_4929,-5.331
ligand_4930,-9.231
ligand_4931,-4.068
ligand_4932,-6.368
ligand_4933,-7.634
ligand_4934,-7.826
ligand_4935,-9.182
ligand_4936,-5.931
ligand_4937,-8.08
ligand_4938,-5.356
ligand_4939,-5.825
ligand_4940,-5.419
ligand_4941,-7.274
ligand_4942,-6.375
ligand_4943,-6.056
ligand_4944,-7.825
ligand_4945,-5.94
ligand_4946,-7.166
ligand_4947,-9.673
ligand_4948,-9.265
ligand_4949,-9.107
ligand_4950,-6.656
ligand_4951,-8.262
ligand_4952,-4.506
ligand_4953,-8.749
ligand_4954,-7.14
ligand_4955,-6.506
ligand_4956,-4.621
ligand_4957,-7.204
ligand_4958,-8.115
ligand_4959,-5.59
ligand_4960,-8.527
ligand_4961,-5.967
ligand_4962,-6.347
ligand_4963,-6.242
ligand_4964,-7.178
ligand_4965,-6.094
ligand_4966,-6.405
ligand_4967,-8.214
ligand_4968,-5.857
ligand_4969,-8.653
ligand_4970,-3.694
ligand_4971,-8.725
ligand_4972,-6.672
ligand_4973,-9.4
ligand_4974,-8.89
ligand_4975,-8.94
ligand_4976,-7.606
ligand_4977,-8.322
ligand_4978,-5.651
ligand_4979,-6.943
ligand_4980,-4.057
ligand_4981,-3.361
ligand_4982,-6.122
ligand_4983,-6.731
ligand_4984,-8.56
ligand_4985,-6.023
ligand_4986,-6.565
ligand_4987,-9.267
ligand_4988,-7.929
ligand_4989,-8.854
ligand_4990,-7.233
ligand_4991,-8.461
ligand_4992,-8.468
ligand_4993,-9.775
ligand_4994,-6.35
ligand_4995,-5.776
ligand_4996,-6.653
ligand_4997,-6.238
ligand_4998,-8.955
ligand_4999,-6.328
ligand_5000,-8.427
ligand_5001,-6.544
ligand_5002,-6.89
ligand_5003,-7.314
ligand_5004,-3.7
ligand_5005,-9.081
ligand_5006,-9.084
ligand_5007,-3.792
ligand_5008,-6.165
ligand_5009,-9.877
ligand_5010,-7.089
ligand_5011,-8.557
ligand_5012,-6.264
ligand_5013,-8.214
ligand_5014,-8.397
ligand_5015,-8.674
ligand_5016,-8.102
ligand_5017,-7.956
ligand_5018,-7.089
ligand_5019,-6.053
ligand_5020,-9.4
ligand_5021,-7.71
ligand_5022,-7.895
ligand_5023,-8.41
ligand_5024,-5.479
ligand_5025,-5.966
ligand_5026,-9.047
ligand_5027,-8.122
ligand_5028,-9.086
ligand_5029,-5.824
ligand_5030,-5.806
ligand_5031,-7.697
ligand_5032,-7.171
ligand_5033,-5.676
ligand_5034,-7.79
ligand_5035,-5.244
ligand_5036,-6.776
ligand_5037,-7.241
ligand_5038,-6.624
ligand_5039,-7.287
ligand_5040,-5.744
ligand_5041,-7.365
ligand_5042,-9.14
ligand_5043,-7.621
ligand_5044,-8.901
ligand_5045,-3.561
ligand_5046,-7.036
ligand_5047,-6.429
ligand_5048,-6.41
ligand_5049,-6.329
ligand_5050,-8.728
ligand_5051,-8.917
ligand_5052,-6.597
ligand_5053,-8.328
ligand_5054,-7.758
ligand_5055,-4.469
ligand_5056,-6.551
ligand_5057,-8.01
ligand_5058,-4.335
ligand_5059,-9.24
ligand_5060,-6.11
ligand_5061,-5.662
ligand_5062,-5.983
ligand_5063,-6.525
ligand_5064,-6.172
ligand_5065,-6.474
ligand_5066,-8.581
ligand_5067,-7.535
ligand_5068,-9.301
ligand_5069,-8.135
ligand_5070,-8.289
ligand_5071,-6.456
ligand_5072,-6.76
ligand_5073,-8.396
ligand_5074,-7.305
ligand_5075,-5.157
ligand_5076,-3.405
ligand_5077,-4.721
ligand_5078,-5.67
ligand_5079,-7.244
ligand_5080,-7.633
ligand_5081,-6.273
ligand_5082,-9.358
ligand_5083,-3.291
ligand_5084,-6.995
ligand_5085,-3.863
ligand_5086,-4.348
ligand_5087,-8.718
ligand_5088,-5.084
ligand_5089,-5.709
ligand_5090,-8.205
ligand_5091,-7.557
ligand_5092,-6.574
ligand_5093,-7.153
ligand_5094,-6.431
ligand_5095,-5.848
ligand_5096,-6.163
ligand_5097,-6.916
ligand_5098,-7.987
ligand_5099,-5.638
ligand_5100,-8.113
ligand_5101,-7.426
ligand_5102,-6.657
ligand_5103,-5.86
ligand_5104,-6.819
ligand_5105,-7.419
ligand_5106,-6.782
ligand_5107,-6.555
ligand_5108,-6.279
ligand_5109,-6.232
ligand_5110,-6.621
ligand_5111,-8.955
ligand_5112,-5.923
ligand_5113,-5.889
ligand_5114,-7.892
ligand_5115,-5.142
ligand_5116,-4.318
ligand_5117,-9.206
ligand_5118,-5.609
ligand_5119,-8.116
ligand_5120,-4.022
ligand_5121,-6.306
ligand_5122,-8.356
ligand_5123,-6.527
ligand_5124,-6.244
ligand_5125,-8.976
ligand_5126,-5.892
ligand_5127,-7.968
ligand_5128,-6.874
ligand_5129,-6.728
ligand_5130,-7.21
ligand_5131,-7.298
ligand_5132,-6.321
ligand_5133,-6.439
ligand_5134,-9.808
ligand_5135,-7.326
ligand_5136,-7.108
ligand_5137,-6.921
ligand_5138,-10.11
ligand_5139,-8.821
ligand_5140,-4.231
ligand_5141,-5.472
ligand_5142,-7.379
ligand_5143,-6.902
ligand_5144,-9.77
ligand_5145,-6.808
ligand_5146,-3.693
ligand_5147,-6.651
ligand_5148,-6.116
ligand_5149,-6.248
ligand_5150,-8.675
ligand_5151,-6.753
ligand_5152,-8.369
ligand_5153,-6.617
ligand_5154,-6.329
ligand_5155,-6.476
ligand_5156,-7.348
ligand_5157,-7.4
ligand_5158,-6.015
ligand_5159,-8.828
ligand_5160,-7.559
ligand_5161,-5.697
ligand_5162,-10.02
ligand_5163,-8.497
ligand_5164,-7.683
ligand_5165,-6.094
ligand_5166,-7.39
ligand_5167,-7.508
ligand_5168,-7.262
ligand_5169,-6.401
ligand_5170,-6.075
ligand_5171,-6.518
ligand_5172,-8.377
ligand_5173,-8.777
ligand_5174,-9.511
ligand_5175,-9.325
ligand_5176,-7.098
ligand_5177,-6.052
ligand_5178,-7.013
ligand_5179,-8.657
ligand_5180,-5.569
ligand_5181,-7.233
ligand_5182,-6.089
ligand_5183,-8.234
ligand_5184,-8.184
ligand_5185,-9.451
ligand_5186,-6.273
ligand_5187,-8.126
ligand_5188,-9.072
ligand_5189,-8.077
ligand_5190,-8.129
ligand_5191,-6.33
ligand_5192,-8.648
ligand_5193,-3.834
ligand_5194,-11
ligand_5195,-6.434
ligand_5196,-8.344
ligand_5197,-8.447
ligand_5198,-6.553
ligand_5199,-6.538
ligand_5200,-4.972
ligand_5201,-7.323
ligand_5202,-7.05
ligand_5203,-6.812
ligand_5204,-4.595
ligand_5205,-6.542
ligand_5206,-10.16
ligand_5207,-9.058
ligand_5208,-5.949
ligand_5209,-6.083
ligand_5210,-7.75
ligand_5211,-7.642
ligand_5212,-9.22
ligand_5213,-8.905
ligand_5214,-8.433
ligand_5215,-6.858
ligand_5216,-5.758
ligand_5217,-8.565
ligand_5218,-6.787
ligand_5219,-6.87
ligand_5220,-7.231
ligand_5221,-6.12
ligand_5222,-6.319
ligand_5223,-5.22
ligand_5224,-4.674
ligand_5225,-5.184
ligand_5226,-8.135
ligand_5227,-6.527
ligand_5228,-7.56
ligand_5229,-7.169
ligand_5230,-7.526
ligand_5231,-6.807
ligand_5232,-6.558
ligand_5233,-5.973
ligand_5234,-5.084
ligand_5235,-7.919
ligand_5236,-5.615
ligand_5237,-6.849
ligand_5238,-6.653
ligand_5239,-7.659
ligand_5240,-8.702
ligand_5241,-8.607
ligand_5242,-6.339
ligand_5243,-9.283
ligand_5244,-6.528
ligand_5245,-8.348
ligand_5246,-5.107
ligand_5247,-4.857
ligand_5248,-7.668
ligand_5249,-5.59
ligand_5250,-6.741
ligand_5251,-7.549
ligand_5252,-7.88
ligand_5253,-4.967
ligand_5254,-3.86
ligand_5255,-9.091
ligand_5256,-3.565
ligand_5257,-9.333
ligand_5258,-8.658
ligand_5259,-9.281
ligand_5260,-6.289
ligand_5261,-6.841
ligand_5262,-7.16
ligand_5263,-7.255
ligand_5264,-7.546
ligand_5265,-6.478
ligand_5266,-7.833
ligand_5267,-6.593
ligand_5268,-8.211
ligand_5269,-11.85
ligand_5270,-8.539
ligand_5271,-6.199
ligand_5272,-6.662
ligand_5273,-2.614
ligand_5274,-8.804
ligand_5275,-8.362
ligand_5276,-5.959
ligand_5277,-9.006
ligand_5278,-8.023
ligand_5279,-5.69
ligand_5280,-7.525
ligand_5281,-8.257
ligand_5282,-8.46
ligand_5283,-5.194
ligand_5284,-6.941
ligand_5285,-9.554
ligand_5286,-7.046
ligand_5287,-7.931
ligand_5288,-8.777
ligand_5289,-5.473
ligand_5290,-8.865
ligand_5291,-7.53
ligand_5292,-6.688
ligand_5293,-9.024
ligand_5294,-7.192
ligand_5295,-4.135
ligand_5296,-5.576
ligand_5297,-6.11
ligand_5298,-6.228
ligand_5299,-10.53
ligand_5300,-10.13
ligand_5301,-7.096
ligand_5302,-8.623
ligand_5303,-7.849
ligand_5304,-8.758
ligand_5305,-7.866
ligand_5306,-3.027
ligand_5307,-8.203
ligand_5308,-4.544
ligand_5309,-9.486
ligand_5310,-5.564
ligand_5311,-9.164
ligand_5312,-4.766
ligand_5313,-6.44
ligand_5314,-5.667
ligand_5315,-4.099
ligand_5316,-9.29
ligand_5317,-9.949
ligand_5318,-5.116
ligand_5319,-9.51
ligand_5320,-7.034
ligand_5321,-5.888
ligand_5322,-5.023
ligand_5323,-7.482
ligand_5324,-6.91
ligand_5325,-6.056
ligand_5326,-7.253
ligand_5327,-4.903
ligand_5328,-7.349
ligand_5329,-4.629
ligand_5330,-6.047
ligand_5331,-5.226
ligand_5332,-6.987
ligand_5333,-5.447
ligand_5334,-4.991
ligand_5335,-6.539
ligand_5336,-12.59
ligand_5337,-5.999
ligand_5338,-6.509
ligand_5339,-7.73
ligand_5340,-4.22
ligand_5341,-4.629
ligand_5342,-5.171
ligand_5343,-7.39
ligand_5344,-7.462
ligand_5345,-7.217
ligand_5346,-6.755
ligand_5347,-6.943
ligand_5348,-8.97
ligand_5349,-9.246
ligand_5350,-10.76
ligand_5351,-7.469
ligand_5352,-8.431
ligand_5353,-6.957
ligand_5354,-3.904
ligand_5355,-6.138
ligand_5356,-6.219
ligand_5357,-6.65
ligand_5358,-6.922
ligand_5359,-7.545
ligand_5360,-7.898
ligand_5361,-8.972
ligand_5362,-6.572
ligand_5363,-6.758
ligand_5364,-6.73
ligand_5365,-7.106
ligand_5366,-8.412
ligand_5367,-4.547
ligand_5368,-5.637
ligand_5369,-3.49
ligand_5370,-7.945
ligand_5371,-6.949
ligand_5372,-7.599
ligand_5373,-6.665
ligand_5374,-9.192
ligand_5375,-7.905
ligand_5376,-7.441
ligand_5377,-4.906
ligand_5378,-6.577
ligand_5379,-6.42
ligand_5380,-5.58
ligand_5381,-8.391
ligand_5382,-3.082
ligand_5383,-8.129
ligand_5384,-5.645
ligand_5385,-3.706
ligand_5386,-5.535
ligand_5387,-7.384
ligand_5388,-7.403
ligand_5389,-5.931
ligand_5390,-7.072
ligand_5391,-5.995
ligand_5392,-6.763
ligand_5393,-6.879
ligand_5394,-8.326
ligand_5395,-6.752
ligand_5396,-9.486
ligand_5397,-6.648
ligand_5398,-9.7
ligand_5399,-6.77
ligand_5400,-8.051
ligand_5401,-8.948
ligand_5402,-6.019
ligand_5403,-10.46
ligand_5404,-6.674
ligand_5405,-7.243
ligand_5406,-7.11
ligand_5407,-6.347
ligand_5408,-7.268
ligand_5409,-8.885
ligand_5410,-8.548
ligand_5411,-7.016
ligand_5412,-8.918
ligand_5413,-6.329
ligand_5414,-7.674
ligand_5415,-8.913
ligand_5416,-4.254
ligand_5417,-7.854
ligand_5418,-7.763
ligand_5419,-6.096
ligand_5420,-8.705
ligand_5421,-6.645
ligand_5422,-7.103
ligand_5423,-8.348
ligand_5424,-8.684
ligand_5425,-5.985
ligand_5426,-8.201
ligand_5427,-7.482
ligand_5428,-5.987
ligand_5429,-6.955
ligand_5430,-7.119
ligand_5431,-6.894
ligand_5432,-5.594
ligand_5433,-7.252
ligand_5434,-8.456
ligand_5435,-6.084
ligand_5436,-6.536
ligand_5437,-9
ligand_5438,-6.768
ligand_5439,-6.388
ligand_5440,-6.992
ligand_5441,-8.413
ligand_5442,-6.432
ligand_5443,-6.248
ligand_5444,-5.308
ligand_5445,-5.796
ligand_5446,-6.942
ligand_5447,-7.952
ligand_5448,-9.549
ligand_5449,-8.661
ligand_5450,-8.518
ligand_5451,-6.92
ligand_5452,-5.835
ligand_5453,-6.241
ligand_5454,-8.975
ligand_5455,-5.858
ligand_5456,-5.631
ligand_5457,-5.525
ligand_5458,-7.666
ligand_5459,-8.659
ligand_5460,-9.716
ligand_5461,-7.123
ligand_5462,-3.55
ligand_5463,-3.153
ligand_5464,-9.102
ligand_5465,-9.299
ligand_5466,-8.236
ligand_5467,-9.343
ligand_5468,-10.19
ligand_5469,-9.542
ligand_5470,-8.823
ligand_5471,-8.371
ligand_5472,-5.736
ligand_5473,-6.576
ligand_5474,-8.099
ligand_5475,-7.652
ligand_5476,-8.207
ligand_5477,-9.279
ligand_5478,-8.747
ligand_5479,-7.441
ligand_5480,-6.236
ligand_5481,-5.575
ligand_5482,-7.062
ligand_5483,-9.631
ligand_5484,-5.944
ligand_5485,-6.038
ligand_5486,-6.889
ligand_5487,-8.213
ligand_5488,-6.056
ligand_5489,-7.011
ligand_5490,-3.633
ligand_5491,-5.494
ligand_5492,-8.876
ligand_5493,-8.948
ligand_5494,-9.595
ligand_5495,-6.336
ligand_5496,-7.551
ligand_5497,-8.532
ligand_5498,-6.684
ligand_5499,-6.572
ligand_5500,-6.269
ligand_5501,-9.338
ligand_5502,-4.54
ligand_5503,-6.593
ligand_5504,-9.367
ligand_5505,-5.626
ligand_5506,-3.306
ligand_5507,-4.276
ligand_5508,-6.041
ligand_5509,-7.143
ligand_5510,-6.534
ligand_5511,-6.543
ligand_5512,-5.928
ligand_5513,-5.527
ligand_5514,-6.634
ligand_5515,-8.041
ligand_5516,-8.923
ligand_5517,-7.622
ligand_5518,-3.306
ligand_5519,-5.908
ligand_5520,-5.915
ligand_5521,-6.662
ligand_5522,-10.38
ligand_5523,-8.788
ligand_5524,-8.639
ligand_5525,-5.964
ligand_5526,-8.061
ligand_5527,-8.763
ligand_5528,-8.836
ligand_5529,-10.73
ligand_5530,-9.177
ligand_5531,-2.928
ligand_5532,-4.986
ligand_5533,-7.072
ligand_5534,-7.553
ligand_5535,-6.084
ligand_5536,-6.282
ligand_5537,-10.26
ligand_5538,-6.255
ligand_5539,-8.482
ligand_5540,-7.731
ligand_5541,-6.306
ligand_5542,-10.96
ligand_5543,-5.691
ligand_5544,-8.723
ligand_5545,-6.213
ligand_5546,-8.183
ligand_5547,-8.306
ligand_5548,-7.043
ligand_5549,-3.34
ligand_5550,-8.814
ligand_5551,-5.821
ligand_5552,-9.76
ligand_5553,-8.662
ligand_5554,-7.387
ligand_5555,-6.494
ligand_5556,-5.676
ligand_5557,-6.456
ligand_5558,-7.806
ligand_5559,-6.218
ligand_5560,-5.989
ligand_5561,-5.863
ligand_5562,-5.529
ligand_5563,-7.238
ligand_5564,-3.369
ligand_5565,-6.826
ligand_5566,-6.447
ligand_5567,-6.957
ligand_5568,-7.968
ligand_5569,-7.017
ligand_5570,-6.123
ligand_5571,-7.373
ligand_5572,-6.123
ligand_5573,-6.608
ligand_5574,-6.875
ligand_5575,-5.603
ligand_5576,-8.194
ligand_5577,-5.589
ligand_5578,-9.159
ligand_5579,-7.302
ligand_5580,-8.428
ligand_5581,-4.146
ligand_5582,-7.797
ligand_5583,-7.103
ligand_5584,-8.416
ligand_5585,-7.834
ligand_5586,-5.568
ligand_5587,-8.079
ligand_5588,-6.44
ligand_5589,-9.728
ligand_5590,-7.685
ligand_5591,-8.288
ligand_5592,-6.238
ligand_5593,-7.607
ligand_5594,-7.191
ligand_5595,-4.22
ligand_5596,-8.532
ligand_5597,-3.284
ligand_5598,-6.272
ligand_5599,-5.729
ligand_5600,-14.12
ligand_5601,-9.294
ligand_5602,-7.58
ligand_5603,-7.959
ligand_5604,-4.586
ligand_5605,-6.226
ligand_5606,-6.158
ligand_5607,-6.217
ligand_5608,-6.258
ligand_5609,-5.748
ligand_5610,-6.774
ligand_5611,-9.482
ligand_5612,-7.963
ligand_5613,-5.418
ligand_5614,-10.5
ligand_5615,-8.701
ligand_5616,-9.017
ligand_5617,-7.679
ligand_5618,-6.585
ligand_5619,-6.081
ligand_5620,-4.562
ligand_5621,-5.319
ligand_5622,-5.788
ligand_5623,-6.925
ligand_5624,-5.677
ligand_5625,-4.636
ligand_5626,-5.307
ligand_5627,-7.246
ligand_5628,-4.079
ligand_5629,-6.127
ligand_5630,-7.272
ligand_5631,-9.882
ligand_5632,-6.002
ligand_5633,-8.597
ligand_5634,-8.518
ligand_5635,-11.62
ligand_5636,-9.355
ligand_5637,-6.696
ligand_5638,-8.359
ligand_5639,-6.771
ligand_5640,-7.501
ligand_5641,-5.976
ligand_5642,-7.129
ligand_5643,-9.474
ligand_5644,-4.349
ligand_5645,-6.7
ligand_5646,-5.166
ligand_5647,-8.599
ligand_5648,-6.909
ligand_5649,-7.16
ligand_5650,-4.936
ligand_5651,-7.853
ligand_5652,-7.124
ligand_5653,-7.286
ligand_5654,-4.525
ligand_5655,-7.302
ligand_5656,-7.1
ligand_5657,-6.746
ligand_5658,-9.564
ligand_5659,-8.271
ligand_5660,-8.145
ligand_5661,-9.961
ligand_5662,-6.647
ligand_5663,-7.016
ligand_5664,-5.617
ligand_5665,-8.866
ligand_5666,-3.745
ligand_5667,-7.592
ligand_5668,-6.504
ligand_5669,-7.802
ligand_5670,-8.792
ligand_5671,-6.562
ligand_5672,-5.927
ligand_5673,-8.868
ligand_5674,-4.735
ligand_5675,-7.669
ligand_5676,-8.03
ligand_5677,-7.321
ligand_5678,-6.739
ligand_5679,-8.073
ligand_5680,-8.766
ligand_5681,-5.925
ligand_5682,-6.545
ligand_5683,-6.059
ligand_5684,-6.814
ligand_5685,-7.213
ligand_5686,-4.533
ligand_5687,-5.662
ligand_5688,-5.68
ligand_5689,-6.913
ligand_5690,-7.971
ligand_5691,-7.371
ligand_5692,-6.672
ligand_5693,-9.595
ligand_5694,-10.73
ligand_5695,-6.195
ligand_5696,-8.438
ligand_5697,-7.113
ligand_5698,-6.5
ligand_5699,-7.673
ligand_5700,-5.527
ligand_5701,-7.881
ligand_5702,-10.82
ligand_5703,-7.487
ligand_5704,-6.752
ligand_5705,-4.752
ligand_5706,-6.813
ligand_5707,-9.287
ligand_5708,-6.563
ligand_5709,-7.7
ligand_5710,-10.1
ligand_5711,-8.438
ligand_5712,-8.826
ligand_5713,-7.26
ligand_5714,-5.777
ligand_5715,-6.256
ligand_5716,-10.33
ligand_5717,-8.224
ligand_5718,-6.932
ligand_5719,-8.86
ligand_5720,-7.589
ligand_5721,-6.19
ligand_5722,-10.07
ligand_5723,-7.927
ligand_5724,-6.743
ligand_5725,-6.299
ligand_5726,-6.926
ligand_5727,-7.018
ligand_5728,-10.89
ligand_5729,-10.31
ligand_5730,-9.456
ligand_5731,-6.104
ligand_5732,-7.543
ligand_5733,-6.462
ligand_5734,-9.111
ligand_5735,-9.991
ligand_5736,-4.884
ligand_5737,-7.766
ligand_5738,-6.926
ligand_5739,-5.135
ligand_5740,-8.888
ligand_5741,-7.784
ligand_5742,-8.455
ligand_5743,-4.095
ligand_5744,-3.229
ligand_5745,-6.792
ligand_5746,-5.812
ligand_5747,-9.143
ligand_5748,-6.735
ligand_5749,-5.518
ligand_5750,-6.476
ligand_5751,-8.694
ligand_5752,-5.953
ligand_5753,-7.348
ligand_5754,-6.982
ligand_5755,-6.384
ligand_5756,-4.012
ligand_5757,-6.864
ligand_5758,-8.516
ligand_5759,-9.89
ligand_5760,-4.274
ligand_5761,-5.277
ligand_5762,-7.736
ligand_5763,-8.698
ligand_5764,-10.76
ligand_5765,-8.706
ligand_5766,-7.745
ligand_5767,-5.208
ligand_5768,-10.55
ligand_5769,-7.92
ligand_5770,-9.363
ligand_5771,-7.049
ligand_5772,-8.198
ligand_5773,-8.695
ligand_5774,-3.529
ligand_5775,-8.822
ligand_5776,-7.751
ligand_5777,-6.692
ligand_5778,-8.918
ligand_5779,-7.008
ligand_5780,-7.614
ligand_5781,-7.927
ligand_5782,-5.267
ligand_5783,-8.667
ligand_5784,-2.669
ligand_5785,-5.72
ligand_5786,-7.167
ligand_5787,-8.129
ligand_5788,-8.674
ligand_5789,-7.075
ligand_5790,-11.26
ligand_5791,-3.618
ligand_5792,-6.197
ligand_5793,-3.467
ligand_5794,-8.571
ligand_5795,-7.836
ligand_5796,-5.818
ligand_5797,-7.104
ligand_5798,-9.909
ligand_5799,-3.453
ligand_5800,-8.836
ligand_5801,-10.37
ligand_5802,-5.153
ligand_5803,-6.316
ligand_5804,-6.058
ligand_5805,-7.946
ligand_5806,-6.616
ligand_5807,-6.522
ligand_5808,-14.59
ligand_5809,-5.57
ligand_5810,-7.5
ligand_5811,-5.987
ligand_5812,-6.459
ligand_5813,-10.16
ligand_5814,-9.053
ligand_5815,-9.987
ligand_5816,-6.097
ligand_5817,-5.667
ligand_5818,-10.19
ligand_5819,-5.965
ligand_5820,-5.775
ligand_5821,-6.736
ligand_5822,-6.554
ligand_5823,-6.859
ligand_5824,-8.523
ligand_5825,-7.498
ligand_5826,-8.793
ligand_5827,-5.939
ligand_5828,-9.753
ligand_5829,-10.15
ligand_5830,-8.409
ligand_5831,-6.776
ligand_5832,-5.825
ligand_5833,-5.49
ligand_5834,-6.745
ligand_5835,-5.246
ligand_5836,-5.106
ligand_5837,-6.139
ligand_5838,-6.769
ligand_5839,-6.707
ligand_5840,-7.16
ligand_5841,-10.38
ligand_5842,-7.825
ligand_5843,-5.128
ligand_5844,-6.621
ligand_5845,-6.07
ligand_5846,-4.039
ligand_5847,-6.982
ligand_5848,-10.28
ligand_5849,-6.53
ligand_5850,-5.879
ligand_5851,-5.707
ligand_5852,-7.1
ligand_5853,-4.031
ligand_5854,-8.597
ligand_5855,-5.938
ligand_5856,-8.05
ligand_5857,-6.878
ligand_5858,-6.577
ligand_5859,-5.456
ligand_5860,-5.414
ligand_5861,-6.07
ligand_5862,-4.801
ligand_5863,-6.438
ligand_5864,-8.094
ligand_5865,-9.229
ligand_5866,-7.781
ligand_5867,-5.696
ligand_5868,-6.909
ligand_5869,-7.281
ligand_5870,-6.037
ligand_5871,-5.753
ligand_5872,-6.309
ligand_5873,-7.562
ligand_5874,-4.387
ligand_5875,-2.842
ligand_5876,-4.271
ligand_5877,-6.123
ligand_5878,-7.572
ligand_5879,-5.239
ligand_5880,-7.361
ligand_5881,-7.348
ligand_5882,-7.414
ligand_5883,-8.624
ligand_5884,-8.283
ligand_5885,-9.499
ligand_5886,-8.533
ligand_5887,-5.404
ligand_5888,-7.091
ligand_5889,-6.123
ligand_5890,-5.804
ligand_5891,-9.038
ligand_5892,-7.319
ligand_5893,-7.436
ligand_5894,-5.392
ligand_5895,-6.79
ligand_5896,-2.592
ligand_5897,-6.473
ligand_5898,-7.704
ligand_5899,-5.502
ligand_5900,-7.301
ligand_5901,-7.163
ligand_5902,-6.247
ligand_5903,-7.202
ligand_5904,-6.321
ligand_5905,-7.042
ligand_5906,-7.126
ligand_5907,-7.549
ligand_5908,-10.17
ligand_5909,-3.935
ligand_5910,-6.48
